EXEC_FULLNAME,EXECRANK,CO_PER_ROL,compustat_company,CEOANN,AGE,GVKEY,YEAR,BECAMECEO,JOINED_CO,LEFTOFC,PCEO,TITLE,GENDER,CITY,STATE,NAICSDESC,TICKER,NAICS
Hubert Joly,4,47502,BEST BUY CO INC,CEO,54,2184,2012,20120901,,20190611,,Consultant,MALE,Richfield,MN,Electronics Stores,BBY,443142
Sharon L. McCollam,,47503,BEST BUY CO INC,,50,2184,2012,,,,,Chief Financial Officer and Chief Administrative Officer,FEMALE,Richfield,MN,Electronics Stores,BBY,443142
Keith J. Nelsen,,47504,BEST BUY CO INC,,49,2184,2012,,,,,Advisor,MALE,Richfield,MN,Electronics Stores,BBY,443142
Stephen E. Gillett,,47505,BEST BUY CO INC,,37,2184,2012,,,,,Executive Vice President and President of Best Buy Digital & Global Business Services,MALE,Richfield,MN,Electronics Stores,BBY,443142
Shari L. Ballard,,32550,BEST BUY CO INC,,48,2184,2013,,,,,Advisor,FEMALE,Richfield,MN,Electronics Stores,BBY,443142
Hubert Joly,,47502,BEST BUY CO INC,CEO,55,2184,2013,20120901,,20190611,,Consultant,MALE,Richfield,MN,Electronics Stores,BBY,443142
Sharon L. McCollam,,47503,BEST BUY CO INC,,51,2184,2013,,,,,Chief Financial Officer and Chief Administrative Officer,FEMALE,Richfield,MN,Electronics Stores,BBY,443142
Keith J. Nelsen,,47504,BEST BUY CO INC,,50,2184,2013,,,,,Advisor,MALE,Richfield,MN,Electronics Stores,BBY,443142
Jude C. Buckley,,49273,BEST BUY CO INC,,43,2184,2013,,,,,,MALE,Richfield,MN,Electronics Stores,BBY,443142
R. Michael Mohan,3,49274,BEST BUY CO INC,,46,2184,2013,,,,,President & COO,MALE,Richfield,MN,Electronics Stores,BBY,443142
Shari L. Ballard,,32550,BEST BUY CO INC,,49,2184,2014,,,,,Advisor,FEMALE,Richfield,MN,Electronics Stores,BBY,443142
Hubert Joly,,47502,BEST BUY CO INC,CEO,56,2184,2014,20120901,,20190611,,Consultant,MALE,Richfield,MN,Electronics Stores,BBY,443142
Sharon L. McCollam,,47503,BEST BUY CO INC,,52,2184,2014,,,,,Chief Financial Officer and Chief Administrative Officer,FEMALE,Richfield,MN,Electronics Stores,BBY,443142
Keith J. Nelsen,,47504,BEST BUY CO INC,,51,2184,2014,,,,,Advisor,MALE,Richfield,MN,Electronics Stores,BBY,443142
R. Michael Mohan,,49274,BEST BUY CO INC,,47,2184,2014,,,,,President & COO,MALE,Richfield,MN,Electronics Stores,BBY,443142
Shari L. Ballard,,32550,BEST BUY CO INC,,50,2184,2015,,,,,Advisor,FEMALE,Richfield,MN,Electronics Stores,BBY,443142
Hubert Joly,,47502,BEST BUY CO INC,CEO,57,2184,2015,20120901,,20190611,,Consultant,MALE,Richfield,MN,Electronics Stores,BBY,443142
Sharon L. McCollam,,47503,BEST BUY CO INC,,53,2184,2015,,,,,Chief Financial Officer and Chief Administrative Officer,FEMALE,Richfield,MN,Electronics Stores,BBY,443142
Keith J. Nelsen,,47504,BEST BUY CO INC,,52,2184,2015,,,,,Advisor,MALE,Richfield,MN,Electronics Stores,BBY,443142
R. Michael Mohan,,49274,BEST BUY CO INC,,48,2184,2015,,,,,President & COO,MALE,Richfield,MN,Electronics Stores,BBY,443142
Shari L. Ballard,,32550,BEST BUY CO INC,,51,2184,2016,,,,,Advisor,FEMALE,Richfield,MN,Electronics Stores,BBY,443142
Hubert Joly,,47502,BEST BUY CO INC,CEO,58,2184,2016,20120901,,20190611,,Consultant,MALE,Richfield,MN,Electronics Stores,BBY,443142
Sharon L. McCollam,,47503,BEST BUY CO INC,,54,2184,2016,,,,,Chief Financial Officer and Chief Administrative Officer,FEMALE,Richfield,MN,Electronics Stores,BBY,443142
Keith J. Nelsen,,47504,BEST BUY CO INC,,53,2184,2016,,,,,Advisor,MALE,Richfield,MN,Electronics Stores,BBY,443142
R. Michael Mohan,,49274,BEST BUY CO INC,,49,2184,2016,,,,,President & COO,MALE,Richfield,MN,Electronics Stores,BBY,443142
Corie Sue Barry,2,55171,BEST BUY CO INC,,42,2184,2016,20190611,,,CEO,CEO & Director,FEMALE,Richfield,MN,Electronics Stores,BBY,443142
Shari L. Ballard,,32550,BEST BUY CO INC,,52,2184,2017,,,,,Advisor,FEMALE,Richfield,MN,Electronics Stores,BBY,443142
Hubert Joly,,47502,BEST BUY CO INC,CEO,59,2184,2017,20120901,,20190611,,Consultant,MALE,Richfield,MN,Electronics Stores,BBY,443142
Keith J. Nelsen,,47504,BEST BUY CO INC,,54,2184,2017,,,,,Advisor,MALE,Richfield,MN,Electronics Stores,BBY,443142
R. Michael Mohan,,49274,BEST BUY CO INC,,50,2184,2017,,,,,President & COO,MALE,Richfield,MN,Electronics Stores,BBY,443142
Corie Sue Barry,,55171,BEST BUY CO INC,,43,2184,2017,20190611,,,CEO,CEO & Director,FEMALE,Richfield,MN,Electronics Stores,BBY,443142
Shari L. Ballard,,32550,BEST BUY CO INC,,53,2184,2018,,,,,Advisor,FEMALE,Richfield,MN,Electronics Stores,BBY,443142
Hubert Joly,,47502,BEST BUY CO INC,CEO,60,2184,2018,20120901,,20190611,,Consultant,MALE,Richfield,MN,Electronics Stores,BBY,443142
Keith J. Nelsen,,47504,BEST BUY CO INC,,55,2184,2018,,,,,Advisor,MALE,Richfield,MN,Electronics Stores,BBY,443142
R. Michael Mohan,,49274,BEST BUY CO INC,,51,2184,2018,,,,,President & COO,MALE,Richfield,MN,Electronics Stores,BBY,443142
Corie Sue Barry,,55171,BEST BUY CO INC,,44,2184,2018,20190611,,,CEO,CEO & Director,FEMALE,Richfield,MN,Electronics Stores,BBY,443142
Kamy Scarlett,1,62014,BEST BUY CO INC,,55,2184,2018,,,,,,FEMALE,Richfield,MN,Electronics Stores,BBY,443142
Hubert Joly,,47502,BEST BUY CO INC,,61,2184,2019,20120901,,20190611,,Consultant,MALE,Richfield,MN,Electronics Stores,BBY,443142
Keith J. Nelsen,,47504,BEST BUY CO INC,,56,2184,2019,,,,,Advisor,MALE,Richfield,MN,Electronics Stores,BBY,443142
R. Michael Mohan,,49274,BEST BUY CO INC,,52,2184,2019,,,,,President & COO,MALE,Richfield,MN,Electronics Stores,BBY,443142
Corie Sue Barry,,55171,BEST BUY CO INC,CEO,45,2184,2019,20190611,,,CEO,CEO & Director,FEMALE,Richfield,MN,Electronics Stores,BBY,443142
Kamy Scarlett,,62014,BEST BUY CO INC,,56,2184,2019,,,,,,FEMALE,Richfield,MN,Electronics Stores,BBY,443142
Whitney L. Alexander,7,64113,BEST BUY CO INC,,41,2184,2019,,,,,,MALE,Richfield,MN,Electronics Stores,BBY,443142
Patricia H. Walker,5,64114,BEST BUY CO INC,,53,2184,2019,,,,,,FEMALE,Richfield,MN,Electronics Stores,BBY,443142
Matthew M. Bilunas,6,64115,BEST BUY CO INC,,47,2184,2019,,,,,,MALE,Richfield,MN,Electronics Stores,BBY,443142
James F. Albaugh,,16214,BOEING CO,,60,2285,2010,,,,,Executive Vice President and Member of Executive Council,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
James A. Bell,,28581,BOEING CO,,61,2285,2010,20050307,,20050601,,executive vp & chief finance officer;corporate president,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
"W. James McNerney, Jr.",,30224,BOEING CO,CEO,61,2285,2010,20050701,,20150630,,"Executive Chairman, Chairman of Special Programs Committee and Member of Stock Plan Committee",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
J. Michael Luttig,,37032,BOEING CO,,56,2285,2010,,,,,Executive VP and Counselor & Senior Advisor to the Board of Directors,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
John J. Tracy,,43278,BOEING CO,,56,2285,2010,,,,,"Chief Technology Officer, Senior Vice President of Operations, Engineering & Technology and Member of Executive Council",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
James F. Albaugh,,16214,BOEING CO,,61,2285,2011,,,,,Executive Vice President and Member of Executive Council,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
James A. Bell,,28581,BOEING CO,,62,2285,2011,20050307,,20050601,,executive vp & chief finance officer;corporate president,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
"W. James McNerney, Jr.",,30224,BOEING CO,CEO,62,2285,2011,20050701,,20150630,,"Executive Chairman, Chairman of Special Programs Committee and Member of Stock Plan Committee",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
J. Michael Luttig,,37032,BOEING CO,,57,2285,2011,,,,,Executive VP and Counselor & Senior Advisor to the Board of Directors,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Dennis A. Muilenburg,1,45065,BOEING CO,,47,2285,2011,20150701,,20191223,CEO,"CEO, President & Director",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
James F. Albaugh,,16214,BOEING CO,,62,2285,2012,,,,,Executive Vice President and Member of Executive Council,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
James A. Bell,,28581,BOEING CO,,63,2285,2012,20050307,,20050601,,executive vp & chief finance officer;corporate president,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
"W. James McNerney, Jr.",,30224,BOEING CO,CEO,63,2285,2012,20050701,,20150630,,"Executive Chairman, Chairman of Special Programs Committee and Member of Stock Plan Committee",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
J. Michael Luttig,,37032,BOEING CO,,58,2285,2012,,,,,Executive VP and Counselor & Senior Advisor to the Board of Directors,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Dennis A. Muilenburg,,45065,BOEING CO,,48,2285,2012,20150701,,20191223,CEO,"CEO, President & Director",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Raymond L. Conner,,46638,BOEING CO,,57,2285,2012,,,,,Vice Chairman,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Gregory D. Smith,3,46639,BOEING CO,,45,2285,2012,20191223,,20200113,,CFO and Executive VP of Enterprise Performance & Strategy,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
"W. James McNerney, Jr.",,30224,BOEING CO,CEO,64,2285,2013,20050701,,20150630,,"Executive Chairman, Chairman of Special Programs Committee and Member of Stock Plan Committee",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
J. Michael Luttig,,37032,BOEING CO,,59,2285,2013,,,,,Executive VP and Counselor & Senior Advisor to the Board of Directors,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Shephard W. Hill,,38834,BOEING CO,,61,2285,2013,,,,,Senior Vice President of Business Development & Strategy and President of Boeing International,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
John J. Tracy,,43278,BOEING CO,,59,2285,2013,,,,,"Chief Technology Officer, Senior Vice President of Operations, Engineering & Technology and Member of Executive Council",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Dennis A. Muilenburg,,45065,BOEING CO,,49,2285,2013,20150701,,20191223,CEO,"CEO, President & Director",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Raymond L. Conner,,46638,BOEING CO,,58,2285,2013,,,,,Vice Chairman,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Gregory D. Smith,,46639,BOEING CO,,46,2285,2013,20191223,,20200113,,CFO and Executive VP of Enterprise Performance & Strategy,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
"W. James McNerney, Jr.",,30224,BOEING CO,CEO,65,2285,2014,20050701,,20150630,,"Executive Chairman, Chairman of Special Programs Committee and Member of Stock Plan Committee",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
J. Michael Luttig,,37032,BOEING CO,,60,2285,2014,,,,,Executive VP and Counselor & Senior Advisor to the Board of Directors,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Dennis A. Muilenburg,,45065,BOEING CO,,50,2285,2014,20150701,,20191223,CEO,"CEO, President & Director",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Raymond L. Conner,,46638,BOEING CO,,59,2285,2014,,,,,Vice Chairman,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Gregory D. Smith,,46639,BOEING CO,,47,2285,2014,20191223,,20200113,,CFO and Executive VP of Enterprise Performance & Strategy,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
"W. James McNerney, Jr.",,30224,BOEING CO,,66,2285,2015,20050701,,20150630,,"Executive Chairman, Chairman of Special Programs Committee and Member of Stock Plan Committee",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
J. Michael Luttig,,37032,BOEING CO,,61,2285,2015,,,,,Executive VP and Counselor & Senior Advisor to the Board of Directors,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Dennis A. Muilenburg,,45065,BOEING CO,CEO,51,2285,2015,20150701,,20191223,CEO,"CEO, President & Director",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Raymond L. Conner,,46638,BOEING CO,,60,2285,2015,,,,,Vice Chairman,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Gregory D. Smith,,46639,BOEING CO,,48,2285,2015,20191223,,20200113,,CFO and Executive VP of Enterprise Performance & Strategy,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Diana L. Sands,,51966,BOEING CO,,49,2285,2015,,,,,Senior Vice President of Office of Internal Governance and Administration,FEMALE,Chicago,IL,Aircraft Manufacturing,BA,336411
J. Michael Luttig,,37032,BOEING CO,,62,2285,2016,,,,,Executive VP and Counselor & Senior Advisor to the Board of Directors,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Dennis A. Muilenburg,,45065,BOEING CO,CEO,52,2285,2016,20150701,,20191223,CEO,"CEO, President & Director",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Raymond L. Conner,,46638,BOEING CO,,61,2285,2016,,,,,Vice Chairman,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Gregory D. Smith,,46639,BOEING CO,,49,2285,2016,20191223,,20200113,,CFO and Executive VP of Enterprise Performance & Strategy,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Kevin G. McAllister,2,54051,BOEING CO,,52,2285,2016,,,,,"Executive VP, President & CEO of Boeing Commercial Airplanes",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
J. Michael Luttig,,37032,BOEING CO,,63,2285,2017,,,,,Executive VP and Counselor & Senior Advisor to the Board of Directors,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Dennis A. Muilenburg,,45065,BOEING CO,CEO,53,2285,2017,20150701,,20191223,CEO,"CEO, President & Director",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Raymond L. Conner,,46638,BOEING CO,,62,2285,2017,,,,,Vice Chairman,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Gregory D. Smith,,46639,BOEING CO,,50,2285,2017,20191223,,20200113,,CFO and Executive VP of Enterprise Performance & Strategy,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Kevin G. McAllister,,54051,BOEING CO,,53,2285,2017,,,,,"Executive VP, President & CEO of Boeing Commercial Airplanes",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Stanley A. Deal,5,59857,BOEING CO,,53,2285,2017,,,,,Executive Vice President,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
J. Michael Luttig,,37032,BOEING CO,,64,2285,2018,,,,,Executive VP and Counselor & Senior Advisor to the Board of Directors,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Dennis A. Muilenburg,,45065,BOEING CO,CEO,54,2285,2018,20150701,,20191223,CEO,"CEO, President & Director",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Gregory D. Smith,,46639,BOEING CO,,51,2285,2018,20191223,,20200113,,CFO and Executive VP of Enterprise Performance & Strategy,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Kevin G. McAllister,,54051,BOEING CO,,54,2285,2018,,,,,"Executive VP, President & CEO of Boeing Commercial Airplanes",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Stanley A. Deal,,59857,BOEING CO,,54,2285,2018,,,,,Executive Vice President,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Leanne G. Caret,,60894,BOEING CO,,51,2285,2018,,,,,Executive Vice President,FEMALE,Chicago,IL,Aircraft Manufacturing,BA,336411
"Gregory L. Hyslop, D.Sc.",,60895,BOEING CO,,59,2285,2018,,,,,"CTO and Senior VP of Boeing Engineering, Test & Technology",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
J. Michael Luttig,,37032,BOEING CO,,65,2285,2019,,,,,Executive VP and Counselor & Senior Advisor to the Board of Directors,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Dennis A. Muilenburg,,45065,BOEING CO,CEO,55,2285,2019,20150701,,20191223,CEO,"CEO, President & Director",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Gregory D. Smith,,46639,BOEING CO,,52,2285,2019,20191223,,20200113,,CFO and Executive VP of Enterprise Performance & Strategy,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Kevin G. McAllister,,54051,BOEING CO,,55,2285,2019,,,,,"Executive VP, President & CEO of Boeing Commercial Airplanes",MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Stanley A. Deal,,59857,BOEING CO,,55,2285,2019,,,,,Executive Vice President,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
Timothy J. Keating,6,63157,BOEING CO,,57,2285,2019,,,,,Executive Vice President of Government Operations,MALE,Chicago,IL,Aircraft Manufacturing,BA,336411
David Michael Cordani,,30516,CIGNA CORP,CEO,45,2547,2010,20091225,,,CEO,"President, CEO & Director",MALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
John M. Murabito,,30517,CIGNA CORP,,51,2547,2010,,,,,Executive Vice President and Chief Human Resources Officer,MALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
Carol Ann Petren,,34174,CIGNA CORP,,57,2547,2010,,,,,Executive Vice President and General Counsel,FEMALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
Annmarie T. Hagan,,38848,CIGNA CORP,,49,2547,2010,,,,,,FEMALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
Thomas Anthony McCarthy,,43284,CIGNA CORP,,53,2547,2010,,,,,Advisor,MALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
Bertram Lee Scott,,43285,CIGNA CORP,,59,2547,2010,,,,,,MALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
David Michael Cordani,,30516,CIGNA CORP,CEO,46,2547,2011,20091225,,,CEO,"President, CEO & Director",MALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
John M. Murabito,,30517,CIGNA CORP,,52,2547,2011,,,,,Executive Vice President and Chief Human Resources Officer,MALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
Carol Ann Petren,,34174,CIGNA CORP,,58,2547,2011,,,,,Executive Vice President and General Counsel,FEMALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
Thomas Anthony McCarthy,,43284,CIGNA CORP,,54,2547,2011,,,,,Advisor,MALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
Bertram Lee Scott,,43285,CIGNA CORP,,60,2547,2011,,,,,,MALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
Ralph J. Nicoletti,,45081,CIGNA CORP,,53,2547,2011,,,,,,MALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
Nicole Susan Jones,5,45082,CIGNA CORP,,40,2547,2011,,,,,Executive VP & General Counsel,FEMALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
Matthew Glenn Manders,4,45083,CIGNA CORP,,49,2547,2011,,,,,President of Strategy & Solutions,MALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
David Michael Cordani,,30516,CIGNA CORP,CEO,47,2547,2012,20091225,,,CEO,"President, CEO & Director",MALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
Thomas Anthony McCarthy,,43284,CIGNA CORP,,55,2547,2012,,,,,Advisor,MALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
Ralph J. Nicoletti,,45081,CIGNA CORP,,54,2547,2012,,,,,,MALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
Nicole Susan Jones,,45082,CIGNA CORP,,41,2547,2012,,,,,Executive VP & General Counsel,FEMALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
Matthew Glenn Manders,,45083,CIGNA CORP,,50,2547,2012,,,,,President of Strategy & Solutions,MALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
Herbert Allen Fritch,,46642,CIGNA CORP,,61,2547,2012,,,,,Advisor,MALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
David Michael Cordani,,30516,CIGNA CORP,CEO,48,2547,2013,20091225,,,CEO,"President, CEO & Director",MALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
Thomas Anthony McCarthy,,43284,CIGNA CORP,,56,2547,2013,,,,,Advisor,MALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
Ralph J. Nicoletti,,45081,CIGNA CORP,,55,2547,2013,,,,,,MALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
Nicole Susan Jones,,45082,CIGNA CORP,,42,2547,2013,,,,,Executive VP & General Counsel,FEMALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
Matthew Glenn Manders,,45083,CIGNA CORP,,51,2547,2013,,,,,President of Strategy & Solutions,MALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
Herbert Allen Fritch,,46642,CIGNA CORP,,62,2547,2013,,,,,Advisor,MALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
David Michael Cordani,,30516,CIGNA CORP,CEO,49,2547,2014,20091225,,,CEO,"President, CEO & Director",MALE,Bloomfield,CT,Direct Health and Medical Insurance Carriers,CI,524114
